Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/190 [00:00<?, ?it/s]
Loading weights:  27%|██▋       | 52/190 [00:00<00:00, 518.34it/s]
Loading weights: 100%|██████████| 190/190 [00:00<00:00, 1833.79it/s]
[transformers] The tied weights mapping and config for this model specifies to tie shared.weight to lm_head.weight, but both are present in the checkpoints with different values, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/559 [00:00<?, ?it/s]
Loading weights:   7%|▋         | 41/559 [00:00<00:01, 394.11it/s]
Loading weights:  15%|█▍        | 82/559 [00:00<00:01, 391.21it/s]
Loading weights:  22%|██▏       | 124/559 [00:00<00:01, 399.89it/s]
Loading weights:  30%|██▉       | 166/559 [00:00<00:00, 396.49it/s]
Loading weights:  37%|███▋      | 206/559 [00:00<00:00, 396.66it/s]
Loading weights:  44%|████▍     | 247/559 [00:00<00:00, 389.57it/s]
Loading weights:  52%|█████▏    | 288/559 [00:00<00:00, 392.22it/s]
Loading weights:  59%|█████▊    | 328/559 [00:00<00:00, 386.87it/s]
Loading weights:  66%|██████▌   | 367/559 [00:00<00:00, 355.88it/s]
Loading weights:  72%|███████▏  | 404/559 [00:01<00:00, 343.15it/s]
Loading weights:  79%|███████▊  | 439/559 [00:01<00:00, 333.37it/s]
Loading weights:  85%|████████▍ | 473/559 [00:01<00:00, 328.61it/s]
Loading weights:  91%|█████████ | 508/559 [00:01<00:00, 324.17it/s]
Loading weights:  97%|█████████▋| 541/559 [00:01<00:00, 323.57it/s]
Loading weights: 100%|██████████| 559/559 [00:01<00:00, 349.53it/s]
[transformers] The tied weights mapping and config for this model specifies to tie shared.weight to lm_head.weight, but both are present in the checkpoints with different values, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning.
[GKD setup]
student         : google/flan-t5-small
teacher         : google/flan-t5-xxl
device          : cuda
divergence      : jsd
beta            : 0.50
lambda          : 0.50
updates         : 1000
micro batch     : 1
grad accum      : 16
effective batch : 16
save dir        : /home/ubuntu/t5_gsm8k/t5_small_gsm8k_gkd_true_laptop
train:   0%|          | 0/1000 [00:00<?, ?it/s]
train:   0%|          | 0/1000 [00:05<?, ?it/s, loss=0.2566, lr=3.75e-06, sup=6, onp=10, gpu=22.24G]
train:  38%|███▊      | 375/1000 [31:57<48:09,  4.62s/it, loss=0.1520, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  38%|███▊      | 376/1000 [31:57<48:00,  4.62s/it, loss=0.1520, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  38%|███▊      | 376/1000 [32:02<48:00,  4.62s/it, loss=0.1867, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  38%|███▊      | 377/1000 [32:02<47:55,  4.62s/it, loss=0.1867, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  38%|███▊      | 377/1000 [32:06<47:55,  4.62s/it, loss=0.1879, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  38%|███▊      | 378/1000 [32:06<47:29,  4.58s/it, loss=0.1879, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  38%|███▊      | 378/1000 [32:10<47:29,  4.58s/it, loss=0.1684, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  38%|███▊      | 379/1000 [32:10<47:19,  4.57s/it, loss=0.1684, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  38%|███▊      | 379/1000 [32:13<47:19,  4.57s/it, loss=0.1638, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  38%|███▊      | 380/1000 [32:13<46:24,  4.49s/it, loss=0.1638, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  38%|███▊      | 380/1000 [32:17<46:24,  4.49s/it, loss=0.2120, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  38%|███▊      | 381/1000 [32:17<45:56,  4.45s/it, loss=0.2120, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  38%|███▊      | 381/1000 [32:21<45:56,  4.45s/it, loss=0.1612, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  38%|███▊      | 382/1000 [32:21<45:53,  4.46s/it, loss=0.1612, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  38%|███▊      | 382/1000 [32:26<45:53,  4.46s/it, loss=0.1764, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  38%|███▊      | 383/1000 [32:26<46:00,  4.47s/it, loss=0.1764, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  38%|███▊      | 383/1000 [32:31<46:00,  4.47s/it, loss=0.1658, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  38%|███▊      | 384/1000 [32:31<45:58,  4.48s/it, loss=0.1658, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  38%|███▊      | 384/1000 [32:35<45:58,  4.48s/it, loss=0.1544, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  38%|███▊      | 385/1000 [32:35<45:43,  4.46s/it, loss=0.1544, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  38%|███▊      | 385/1000 [32:38<45:43,  4.46s/it, loss=0.1538, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  39%|███▊      | 386/1000 [32:38<45:14,  4.42s/it, loss=0.1538, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  39%|███▊      | 386/1000 [32:43<45:14,  4.42s/it, loss=0.1530, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  39%|███▊      | 387/1000 [32:43<45:23,  4.44s/it, loss=0.1530, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  39%|███▊      | 387/1000 [32:49<45:23,  4.44s/it, loss=0.1716, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  39%|███▉      | 388/1000 [32:49<46:07,  4.52s/it, loss=0.1716, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  39%|███▉      | 388/1000 [32:54<46:07,  4.52s/it, loss=0.1810, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  39%|███▉      | 389/1000 [32:54<46:07,  4.53s/it, loss=0.1810, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  39%|███▉      | 389/1000 [32:58<46:07,  4.53s/it, loss=0.1769, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  39%|███▉      | 390/1000 [32:58<45:58,  4.52s/it, loss=0.1769, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  39%|███▉      | 390/1000 [33:02<45:58,  4.52s/it, loss=0.1706, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  39%|███▉      | 391/1000 [33:02<45:19,  4.46s/it, loss=0.1706, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  39%|███▉      | 391/1000 [33:05<45:19,  4.46s/it, loss=0.1677, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  39%|███▉      | 392/1000 [33:05<44:33,  4.40s/it, loss=0.1677, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  39%|███▉      | 392/1000 [33:08<44:33,  4.40s/it, loss=0.1570, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  39%|███▉      | 393/1000 [33:08<43:43,  4.32s/it, loss=0.1570, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  39%|███▉      | 393/1000 [33:10<43:43,  4.32s/it, loss=0.1792, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  39%|███▉      | 394/1000 [33:10<42:45,  4.23s/it, loss=0.1792, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  39%|███▉      | 394/1000 [33:14<42:45,  4.23s/it, loss=0.1647, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  40%|███▉      | 395/1000 [33:14<42:31,  4.22s/it, loss=0.1647, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  40%|███▉      | 395/1000 [33:18<42:31,  4.22s/it, loss=0.1679, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|███▉      | 396/1000 [33:18<42:07,  4.18s/it, loss=0.1679, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|███▉      | 396/1000 [33:22<42:07,  4.18s/it, loss=0.1614, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|███▉      | 397/1000 [33:22<41:49,  4.16s/it, loss=0.1614, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|███▉      | 397/1000 [33:27<41:49,  4.16s/it, loss=0.1637, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  40%|███▉      | 398/1000 [33:27<42:12,  4.21s/it, loss=0.1637, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  40%|███▉      | 398/1000 [33:31<42:12,  4.21s/it, loss=0.1619, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  40%|███▉      | 399/1000 [33:31<42:14,  4.22s/it, loss=0.1619, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  40%|███▉      | 399/1000 [33:34<42:14,  4.22s/it, loss=0.1940, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|████      | 400/1000 [33:34<41:34,  4.16s/it, loss=0.1940, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
                                                                                                             

train:  40%|████      | 400/1000 [33:34<41:34,  4.16s/it, loss=0.1940, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|████      | 400/1000 [33:39<41:34,  4.16s/it, loss=0.1785, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  40%|████      | 401/1000 [33:39<41:50,  4.19s/it, loss=0.1785, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  40%|████      | 401/1000 [33:42<41:50,  4.19s/it, loss=0.1731, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  40%|████      | 402/1000 [33:42<41:20,  4.15s/it, loss=0.1731, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|████      | 402/1000 [33:47<41:20,  4.15s/it, loss=0.1603, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|████      | 403/1000 [33:47<41:43,  4.19s/it, loss=0.1603, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  40%|████      | 403/1000 [33:54<41:43,  4.19s/it, loss=0.1483, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  40%|████      | 404/1000 [33:54<42:48,  4.31s/it, loss=0.1483, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  40%|████      | 404/1000 [33:59<42:48,  4.31s/it, loss=0.1949, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  40%|████      | 405/1000 [33:59<43:04,  4.34s/it, loss=0.1949, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  40%|████      | 405/1000 [34:02<43:04,  4.34s/it, loss=0.1576, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  41%|████      | 406/1000 [34:02<42:21,  4.28s/it, loss=0.1576, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  41%|████      | 406/1000 [34:07<42:21,  4.28s/it, loss=0.1772, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  41%|████      | 407/1000 [34:07<42:39,  4.32s/it, loss=0.1772, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  41%|████      | 407/1000 [34:10<42:39,  4.32s/it, loss=0.1573, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  41%|████      | 408/1000 [34:10<41:48,  4.24s/it, loss=0.1573, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  41%|████      | 408/1000 [34:12<41:48,  4.24s/it, loss=0.1633, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  41%|████      | 409/1000 [34:12<40:57,  4.16s/it, loss=0.1633, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  41%|████      | 409/1000 [34:16<40:57,  4.16s/it, loss=0.1797, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  41%|████      | 410/1000 [34:16<40:27,  4.11s/it, loss=0.1797, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  41%|████      | 410/1000 [34:18<40:27,  4.11s/it, loss=0.1692, lr=3.00e-04, sup=12, onp=4, gpu=22.48G]
train:  41%|████      | 411/1000 [34:18<39:33,  4.03s/it, loss=0.1692, lr=3.00e-04, sup=12, onp=4, gpu=22.48G]
train:  41%|████      | 411/1000 [34:21<39:33,  4.03s/it, loss=0.1676, lr=3.00e-04, sup=12, onp=4, gpu=22.48G]
train:  41%|████      | 412/1000 [34:21<38:46,  3.96s/it, loss=0.1676, lr=3.00e-04, sup=12, onp=4, gpu=22.48G]
train:  41%|████      | 412/1000 [34:24<38:46,  3.96s/it, loss=0.1739, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  41%|████▏     | 413/1000 [34:24<38:40,  3.95s/it, loss=0.1739, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  41%|████▏     | 413/1000 [34:27<38:40,  3.95s/it, loss=0.1893, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  41%|████▏     | 414/1000 [34:27<38:09,  3.91s/it, loss=0.1893, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  41%|████▏     | 414/1000 [34:32<38:09,  3.91s/it, loss=0.1597, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  42%|████▏     | 415/1000 [34:32<38:22,  3.94s/it, loss=0.1597, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  42%|████▏     | 415/1000 [34:35<38:22,  3.94s/it, loss=0.1689, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  42%|████▏     | 416/1000 [34:35<37:44,  3.88s/it, loss=0.1689, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  42%|████▏     | 416/1000 [34:39<37:44,  3.88s/it, loss=0.1741, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  42%|████▏     | 417/1000 [34:39<37:45,  3.89s/it, loss=0.1741, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  42%|████▏     | 417/1000 [34:42<37:45,  3.89s/it, loss=0.1936, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  42%|████▏     | 418/1000 [34:42<37:23,  3.85s/it, loss=0.1936, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  42%|████▏     | 418/1000 [34:46<37:23,  3.85s/it, loss=0.1954, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  42%|████▏     | 419/1000 [34:46<37:22,  3.86s/it, loss=0.1954, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  42%|████▏     | 419/1000 [34:50<37:22,  3.86s/it, loss=0.1898, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  42%|████▏     | 420/1000 [34:50<37:18,  3.86s/it, loss=0.1898, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  42%|████▏     | 420/1000 [34:55<37:18,  3.86s/it, loss=0.1727, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  42%|████▏     | 421/1000 [34:55<37:41,  3.91s/it, loss=0.1727, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  42%|████▏     | 421/1000 [34:58<37:41,  3.91s/it, loss=0.1845, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  42%|████▏     | 422/1000 [34:58<37:21,  3.88s/it, loss=0.1845, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  42%|████▏     | 422/1000 [35:02<37:21,  3.88s/it, loss=0.1777, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  42%|████▏     | 423/1000 [35:02<37:25,  3.89s/it, loss=0.1777, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  42%|████▏     | 423/1000 [35:08<37:25,  3.89s/it, loss=0.2102, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  42%|████▏     | 424/1000 [35:08<38:26,  4.00s/it, loss=0.2102, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  42%|████▏     | 424/1000 [35:13<38:26,  4.00s/it, loss=0.1557, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  42%|████▎     | 425/1000 [35:13<38:54,  4.06s/it, loss=0.1557, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
                                                                                                             

train:  42%|████▎     | 425/1000 [35:13<38:54,  4.06s/it, loss=0.1557, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  42%|████▎     | 425/1000 [35:18<38:54,  4.06s/it, loss=0.1764, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  43%|████▎     | 426/1000 [35:18<39:16,  4.11s/it, loss=0.1764, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  43%|████▎     | 426/1000 [35:23<39:16,  4.11s/it, loss=0.1822, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  43%|████▎     | 427/1000 [35:23<39:17,  4.11s/it, loss=0.1822, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  43%|████▎     | 427/1000 [35:26<39:17,  4.11s/it, loss=0.1564, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  43%|████▎     | 428/1000 [35:26<38:55,  4.08s/it, loss=0.1564, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  43%|████▎     | 428/1000 [35:30<38:55,  4.08s/it, loss=0.1842, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  43%|████▎     | 429/1000 [35:30<38:55,  4.09s/it, loss=0.1842, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  43%|████▎     | 429/1000 [35:35<38:55,  4.09s/it, loss=0.1704, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  43%|████▎     | 430/1000 [35:35<39:00,  4.11s/it, loss=0.1704, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  43%|████▎     | 430/1000 [35:38<39:00,  4.11s/it, loss=0.1644, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  43%|████▎     | 431/1000 [35:38<38:35,  4.07s/it, loss=0.1644, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  43%|████▎     | 431/1000 [35:43<38:35,  4.07s/it, loss=0.1808, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  43%|████▎     | 432/1000 [35:43<38:52,  4.11s/it, loss=0.1808, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  43%|████▎     | 432/1000 [35:48<38:52,  4.11s/it, loss=0.1730, lr=3.00e-04, sup=4, onp=12, gpu=22.48G]
train:  43%|████▎     | 433/1000 [35:48<39:06,  4.14s/it, loss=0.1730, lr=3.00e-04, sup=4, onp=12, gpu=22.48G]
train:  43%|████▎     | 433/1000 [35:52<39:06,  4.14s/it, loss=0.1860, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  43%|████▎     | 434/1000 [35:52<38:55,  4.13s/it, loss=0.1860, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  43%|████▎     | 434/1000 [35:56<38:55,  4.13s/it, loss=0.1728, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  44%|████▎     | 435/1000 [35:56<38:49,  4.12s/it, loss=0.1728, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  44%|████▎     | 435/1000 [35:59<38:49,  4.12s/it, loss=0.1584, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  44%|████▎     | 436/1000 [35:59<38:25,  4.09s/it, loss=0.1584, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  44%|████▎     | 436/1000 [36:04<38:25,  4.09s/it, loss=0.1634, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  44%|████▎     | 437/1000 [36:04<38:33,  4.11s/it, loss=0.1634, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  44%|████▎     | 437/1000 [36:07<38:33,  4.11s/it, loss=0.1812, lr=3.00e-04, sup=12, onp=4, gpu=22.48G]
train:  44%|████▍     | 438/1000 [36:07<38:01,  4.06s/it, loss=0.1812, lr=3.00e-04, sup=12, onp=4, gpu=22.48G]
train:  44%|████▍     | 438/1000 [36:11<38:01,  4.06s/it, loss=0.1799, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  44%|████▍     | 439/1000 [36:11<37:56,  4.06s/it, loss=0.1799, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  44%|████▍     | 439/1000 [36:15<37:56,  4.06s/it, loss=0.1689, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  44%|████▍     | 440/1000 [36:15<38:13,  4.09s/it, loss=0.1689, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  44%|████▍     | 440/1000 [36:21<38:13,  4.09s/it, loss=0.1634, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  44%|████▍     | 441/1000 [36:21<38:57,  4.18s/it, loss=0.1634, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  44%|████▍     | 441/1000 [36:26<38:57,  4.18s/it, loss=0.2021, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  44%|████▍     | 442/1000 [36:26<38:54,  4.18s/it, loss=0.2021, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  44%|████▍     | 442/1000 [36:29<38:54,  4.18s/it, loss=0.1752, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  44%|████▍     | 443/1000 [36:29<38:40,  4.17s/it, loss=0.1752, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  44%|████▍     | 443/1000 [36:34<38:40,  4.17s/it, loss=0.1511, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  44%|████▍     | 444/1000 [36:34<39:01,  4.21s/it, loss=0.1511, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  44%|████▍     | 444/1000 [36:41<39:01,  4.21s/it, loss=0.1521, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  44%|████▍     | 445/1000 [36:41<40:05,  4.33s/it, loss=0.1521, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  44%|████▍     | 445/1000 [36:46<40:05,  4.33s/it, loss=0.1769, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  45%|████▍     | 446/1000 [36:46<40:09,  4.35s/it, loss=0.1769, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  45%|████▍     | 446/1000 [36:51<40:09,  4.35s/it, loss=0.1549, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  45%|████▍     | 447/1000 [36:51<40:28,  4.39s/it, loss=0.1549, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  45%|████▍     | 447/1000 [36:57<40:28,  4.39s/it, loss=0.1595, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  45%|████▍     | 448/1000 [36:57<40:58,  4.45s/it, loss=0.1595, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  45%|████▍     | 448/1000 [37:02<40:58,  4.45s/it, loss=0.1833, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  45%|████▍     | 449/1000 [37:02<41:08,  4.48s/it, loss=0.1833, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  45%|████▍     | 449/1000 [37:07<41:08,  4.48s/it, loss=0.1755, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  45%|████▌     | 450/1000 [37:07<41:28,  4.52s/it, loss=0.1755, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
                                                                                                             

train:  45%|████▌     | 450/1000 [37:07<41:28,  4.52s/it, loss=0.1755, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  45%|████▌     | 450/1000 [37:13<41:28,  4.52s/it, loss=0.1702, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  45%|████▌     | 451/1000 [37:13<42:10,  4.61s/it, loss=0.1702, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  45%|████▌     | 451/1000 [37:17<42:10,  4.61s/it, loss=0.1745, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  45%|████▌     | 452/1000 [37:17<41:43,  4.57s/it, loss=0.1745, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  45%|████▌     | 452/1000 [37:22<41:43,  4.57s/it, loss=0.1691, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  45%|████▌     | 453/1000 [37:22<41:52,  4.59s/it, loss=0.1691, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  45%|████▌     | 453/1000 [37:25<41:52,  4.59s/it, loss=0.1784, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  45%|████▌     | 454/1000 [37:25<41:13,  4.53s/it, loss=0.1784, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  45%|████▌     | 454/1000 [37:30<41:13,  4.53s/it, loss=0.1677, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  46%|████▌     | 455/1000 [37:30<41:12,  4.54s/it, loss=0.1677, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  46%|████▌     | 455/1000 [37:34<41:12,  4.54s/it, loss=0.1777, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  46%|████▌     | 456/1000 [37:34<41:05,  4.53s/it, loss=0.1777, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  46%|████▌     | 456/1000 [37:40<41:05,  4.53s/it, loss=0.1775, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  46%|████▌     | 457/1000 [37:40<41:20,  4.57s/it, loss=0.1775, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  46%|████▌     | 457/1000 [37:45<41:20,  4.57s/it, loss=0.1594, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  46%|████▌     | 458/1000 [37:45<41:36,  4.61s/it, loss=0.1594, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  46%|████▌     | 458/1000 [37:49<41:36,  4.61s/it, loss=0.1740, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  46%|████▌     | 459/1000 [37:49<41:02,  4.55s/it, loss=0.1740, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  46%|████▌     | 459/1000 [37:53<41:02,  4.55s/it, loss=0.1832, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  46%|████▌     | 460/1000 [37:53<40:49,  4.54s/it, loss=0.1832, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  46%|████▌     | 460/1000 [37:59<40:49,  4.54s/it, loss=0.1631, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  46%|████▌     | 461/1000 [37:59<41:25,  4.61s/it, loss=0.1631, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  46%|████▌     | 461/1000 [38:04<41:25,  4.61s/it, loss=0.1724, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  46%|████▌     | 462/1000 [38:04<41:42,  4.65s/it, loss=0.1724, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
